iter	RMSE
261	4.25684778e-05
262	4.256572726e-05
263	4.255570162e-05
264	4.253110955e-05
265	4.25161792e-05
266	4.249818134e-05
267	4.248907684e-05
268	4.246923739e-05
269	4.246635328e-05
270	4.244542581e-05
271	4.243900337e-05
272	4.243515337e-05
273	4.242321214e-05
274	4.241015449e-05
275	4.24075529e-05
276	4.240514672e-05
277	4.239958496e-05
278	4.238172808e-05
279	4.237553524e-05
280	4.236402612e-05
281	4.235621129e-05
282	4.232457002e-05
283	4.232217568e-05
284	4.229998003e-05
285	4.229111011e-05
286	4.227413947e-05
287	4.226007852e-05
288	4.223869864e-05
289	4.22311444e-05
290	4.222516357e-05
291	4.219006888e-05
292	4.218523954e-05
293	4.216930956e-05
294	4.216694223e-05
295	4.215775692e-05
296	4.214482896e-05
297	4.213798667e-05
298	4.211843258e-05
299	4.210519987e-05
300	4.210028143e-05
301	4.208841525e-05
302	4.208618436e-05
303	4.208400585e-05
304	4.207864288e-05
305	4.207124959e-05
306	4.205471987e-05
307	4.204337526e-05
308	4.202781541e-05
309	4.202561489e-05
310	4.201275953e-05
311	4.199705131e-05
312	4.19683189e-05
313	4.196624685e-05
314	4.195142417e-05
315	4.194389797e-05
316	4.193714418e-05
317	4.193511056e-05
318	4.192303042e-05
319	4.192110703e-05
320	4.19149479e-05
321	4.191303279e-05
322	4.190645785e-05
323	4.189202334e-05
324	4.188577952e-05
325	4.186279199e-05
326	4.183924224e-05
327	4.182311124e-05
328	4.181636359e-05
329	4.179561517e-05
330	4.178251479e-05
331	4.177515434e-05
332	4.175696206e-05
333	4.175220234e-05
334	4.172612625e-05
335	4.172426701e-05
336	4.171296966e-05
337	4.170715338e-05
338	4.170163247e-05
339	4.169394512e-05
340	4.168774445e-05
341	4.167012013e-05
342	4.166569919e-05
343	4.165512275e-05
344	4.164737998e-05
345	4.164130688e-05
346	4.162872733e-05
347	4.162221268e-05
348	4.161148118e-05
349	4.159762363e-05
350	4.159263769e-05
351	4.158342764e-05
352	4.157736825e-05
353	4.156626266e-05
354	4.156119984e-05
355	4.154700416e-05
356	4.15327953e-05
357	4.152765675e-05
358	4.150476477e-05
359	4.148890613e-05
360	4.148718136e-05
361	4.148133117e-05
362	4.147488303e-05
363	4.146528716e-05
364	4.145230516e-05
365	4.145063036e-05
366	4.144107624e-05
367	4.143943584e-05
368	4.143471167e-05
369	4.141406434e-05
370	4.139332426e-05
371	4.138228763e-05
372	4.137680593e-05
373	4.136761745e-05
374	4.136374729e-05
375	4.135687442e-05
376	4.134429379e-05
377	4.133385658e-05
378	4.13291619e-05
379	4.132758824e-05
380	4.132107675e-05
381	4.130861395e-05
382	4.129848316e-05
383	4.129327995e-05
384	4.128748212e-05
385	4.127048062e-05
386	4.126142957e-05
387	4.12434136e-05
388	4.123378e-05
389	4.123226626e-05
390	4.122793872e-05
391	4.122100189e-05
392	4.121185398e-05
393	4.12077471e-05
394	4.11975206e-05
395	4.118976294e-05
396	4.117546403e-05
397	4.117398311e-05
398	4.116788536e-05
399	4.116641194e-05
400	4.115575193e-05
401	4.115434774e-05
402	4.114963742e-05
403	4.113638369e-05
404	4.112997476e-05
405	4.112862864e-05
406	4.112207684e-05
407	4.110941579e-05
408	4.110091893e-05
409	4.109956102e-05
410	4.109135468e-05
411	4.10747727e-05
412	4.10698769e-05
413	4.106852538e-05
414	4.105722546e-05
415	4.104958179e-05
416	4.10446249e-05
417	4.103382685e-05
418	4.102935394e-05
419	4.1017575e-05
420	4.100125588e-05
421	4.09921565e-05
422	4.098156434e-05
423	4.097559387e-05
424	4.096504555e-05
425	4.096077682e-05
426	4.095462273e-05
427	4.093890083e-05
428	4.093429546e-05
429	4.092459962e-05
430	4.091106093e-05
431	4.090716382e-05
432	4.089671959e-05
433	4.089547044e-05
434	4.088342145e-05
435	4.0872784e-05
436	4.087156575e-05
437	4.086689122e-05
438	4.086570503e-05
439	4.085718945e-05
440	4.084779111e-05
441	4.084663938e-05
442	4.084551753e-05
443	4.083169182e-05
444	4.081669287e-05
445	4.080642047e-05
446	4.080534762e-05
447	4.079882206e-05
448	4.079775621e-05
449	4.077930956e-05
450	4.07615349e-05
451	4.074519069e-05
452	4.07148004e-05
453	4.070593679e-05
454	4.070491679e-05
455	4.070055913e-05
456	4.069956385e-05
457	4.068902067e-05
458	4.068497392e-05
459	4.068062251e-05
460	4.065245234e-05
461	4.063597593e-05
462	4.06226738e-05
463	4.059372629e-05
464	4.057841469e-05
465	4.05700945e-05
466	4.056912584e-05
467	4.056496845e-05
468	4.053959135e-05
469	4.052553234e-05
470	4.051534312e-05
471	4.050376884e-05
472	4.050282504e-05
473	4.049485797e-05
474	4.048526399e-05
475	4.048434579e-05
476	4.04716217e-05
477	4.046760193e-05
478	4.045888121e-05
479	4.043283179e-05
480	4.042435115e-05
481	4.042077968e-05
482	4.040105394e-05
483	4.039922543e-05
484	4.038920115e-05
485	4.037487764e-05
486	4.036731029e-05
487	4.036057465e-05
488	4.034508583e-05
489	4.034171885e-05
490	4.033533058e-05
491	4.031090736e-05
492	4.029561565e-05
493	4.027720538e-05
494	4.026942487e-05
495	4.025412999e-05
496	4.025191527e-05
497	4.024629318e-05
498	4.024288985e-05
499	4.02376465e-05
500	4.022616266e-05
501	4.021697061e-05
502	4.020510665e-05
503	4.019979392e-05
504	4.019113795e-05
505	4.019039334e-05
506	4.01843235e-05
507	4.017859296e-05
508	4.017537832e-05
509	4.016801206e-05
510	4.015674802e-05
511	4.015467263e-05
512	4.014974076e-05
513	4.014504107e-05
514	4.014007526e-05
515	4.013344061e-05
516	4.013042144e-05
517	4.012341753e-05
518	4.011194524e-05
519	4.010623362e-05
520	4.009826438e-05
521	4.009284522e-05
522	4.007964957e-05
523	4.007566069e-05
524	4.007184883e-05
525	4.005762544e-05
526	4.00502017e-05
527	4.003722579e-05
528	4.003358635e-05
529	4.002655533e-05
530	4.002091021e-05
531	4.00134086e-05
532	4.00083295e-05
533	3.999906899e-05
534	3.999526114e-05
535	3.999064736e-05
536	3.99812203e-05
537	3.997662678e-05
538	3.997162947e-05
539	3.996507959e-05
540	3.995582246e-05
541	3.994912409e-05
542	3.994252581e-05
543	3.993808857e-05
544	3.993474216e-05
545	3.992180592e-05
546	3.990237253e-05
547	3.990062878e-05
548	3.988902535e-05
549	3.988470993e-05
550	3.987604742e-05
551	3.986353128e-05
552	3.98618418e-05
553	3.985443371e-05
554	3.98384017e-05
555	3.98248277e-05
556	3.981279636e-05
557	3.980442383e-05
558	3.980016813e-05
559	3.978936135e-05
560	3.978574808e-05
561	3.97777966e-05
562	3.976542428e-05
563	3.976128844e-05
564	3.975532082e-05
565	3.974967709e-05
566	3.974522709e-05
567	3.974088454e-05
568	3.972968828e-05
569	3.971812133e-05
570	3.970226657e-05
571	3.968617565e-05
572	3.967396776e-05
573	3.967040501e-05
574	3.966707182e-05
575	3.96630096e-05
576	3.96576621e-05
577	3.965107443e-05
578	3.963364921e-05
579	3.961884253e-05
580	3.960603598e-05
581	3.959686136e-05
582	3.958489744e-05
583	3.957112394e-05
584	3.955653603e-05
585	3.955135991e-05
586	3.954746377e-05
587	3.953409384e-05
588	3.952459013e-05
589	3.952081831e-05
590	3.95185094e-05
591	3.951201265e-05
592	3.94974245e-05
593	3.949299027e-05
594	3.948674244e-05
595	3.947894108e-05
596	3.947193835e-05
597	3.946972303e-05
598	3.946095692e-05
599	3.945938843e-05
600	3.945302499e-05
601	3.945125689e-05
602	3.944928361e-05
603	3.944260976e-05
604	3.942903937e-05
605	3.942715316e-05
606	3.941899359e-05
607	3.940764064e-05
608	3.939929959e-05
609	3.939697622e-05
610	3.939068031e-05
611	3.938615377e-05
612	3.937652656e-05
613	3.936897911e-05
614	3.935678303e-05
615	3.935225437e-05
616	3.934819666e-05
617	3.934416612e-05
618	3.933801707e-05
619	3.932986205e-05
620	3.932374971e-05
621	3.931836854e-05
622	3.931330907e-05
623	3.930803602e-05
624	3.930346413e-05
625	3.929840465e-05
626	3.928472849e-05
627	3.927988631e-05
628	3.926698483e-05
629	3.926233428e-05
630	3.925601173e-05
631	3.925155325e-05
632	3.924727586e-05
633	3.922571056e-05
634	3.92138414e-05
635	3.920984034e-05
636	3.920719452e-05
637	3.920308527e-05
638	3.919729232e-05
639	3.919333275e-05
640	3.918742754e-05
641	3.918362525e-05
642	3.917997274e-05
643	3.916854274e-05
644	3.916701969e-05
645	3.916457346e-05
646	3.916267681e-05
647	3.915413634e-05
648	3.915121228e-05
649	3.91461525e-05
650	3.914130179e-05
651	3.913829797e-05
652	3.913154114e-05
653	3.912290681e-05
654	3.911989458e-05
655	3.911764702e-05
656	3.911312222e-05
657	3.911170288e-05
658	3.911033479e-05
659	3.910748539e-05
660	3.910465808e-05
661	3.910295235e-05
662	3.90953349e-05
663	3.909183188e-05
664	3.909051558e-05
665	3.908605001e-05
666	3.908471363e-05
667	3.908176054e-05
668	3.907961933e-05
669	3.907141541e-05
670	3.906912981e-05
671	3.906561894e-05
672	3.906141563e-05
673	3.904096331e-05
674	3.903428579e-05
675	3.903012221e-05
676	3.902866783e-05
677	3.900958523e-05
678	3.900172686e-05
679	3.899437995e-05
680	3.897664147e-05
681	3.896988206e-05
682	3.896583748e-05
683	3.895033816e-05
684	3.894386212e-05
685	3.893995077e-05
686	3.893280078e-05
687	3.893129686e-05
688	3.89285817e-05
689	3.89278723e-05
690	3.892645873e-05
691	3.892576551e-05
692	3.892436558e-05
693	3.892370319e-05
694	3.892298492e-05
695	3.890721804e-05
696	3.889817899e-05
697	3.889311622e-05
698	3.888454309e-05
699	3.888162413e-05
700	3.888092441e-05
701	3.887703552e-05
702	3.886786321e-05
703	3.886158115e-05
704	3.884771867e-05
705	3.884633704e-05
706	3.883518222e-05
707	3.883043659e-05
708	3.882792787e-05
709	3.882416617e-05
710	3.88119465e-05
711	3.880300656e-05
712	3.879481878e-05
713	3.878306859e-05
714	3.878171628e-05
715	3.877159151e-05
716	3.876699006e-05
717	3.876183045e-05
718	3.876115033e-05
719	3.875689655e-05
720	3.874385888e-05
721	3.873541005e-05
722	3.872480089e-05
723	3.87156589e-05
724	3.870761521e-05
725	3.870695348e-05
726	3.869698217e-05
727	3.868471884e-05
728	3.868318947e-05
729	3.86757838e-05
730	3.866730696e-05
731	3.866570063e-05
732	3.86646488e-05
733	3.866098831e-05
734	3.865233908e-05
735	3.864380065e-05
736	3.864314896e-05
737	3.863350804e-05
738	3.862207267e-05
739	3.861786768e-05
740	3.8608771e-05
741	3.86062645e-05
742	3.860157031e-05
743	3.860030941e-05
744	3.859828808e-05
745	3.859386568e-05
746	3.858400941e-05
747	3.858004608e-05
748	3.856451157e-05
749	3.856022903e-05
750	3.855644989e-05
751	3.855192262e-05
752	3.854614232e-05
753	3.854251325e-05
754	3.853869433e-05
755	3.853110388e-05
756	3.852873622e-05
757	3.852439264e-05
758	3.851219928e-05
759	3.850849454e-05
760	3.850491111e-05
761	3.850083283e-05
762	3.848979742e-05
763	3.848854177e-05
764	3.847792211e-05
765	3.847467285e-05
766	3.847260987e-05
767	3.846869159e-05
768	3.845507618e-05
769	3.845159745e-05
770	3.844489117e-05
771	3.844057171e-05
772	3.843860972e-05
773	3.842714282e-05
774	3.842526789e-05
775	3.841833507e-05
776	3.840889895e-05
777	3.840212814e-05
778	3.838614558e-05
779	3.837970678e-05
780	3.837501787e-05
781	3.836614571e-05
782	3.836010162e-05
783	3.835661287e-05
784	3.835326546e-05
785	3.834500069e-05
786	3.833950867e-05
787	3.832667635e-05
788	3.831909596e-05
789	3.83172838e-05
790	3.830259171e-05
791	3.830200967e-05
792	3.829683509e-05
793	3.829501782e-05
794	3.828952574e-05
795	3.828456548e-05
796	3.828147323e-05
797	3.82690697e-05
798	3.826354055e-05
799	3.826179832e-05
800	3.825882832e-05
801	3.825510138e-05
802	3.824743884e-05
803	3.82432543e-05
804	3.823920897e-05
805	3.823516575e-05
806	3.823031485e-05
807	3.822853907e-05
808	3.822658464e-05
809	3.821865676e-05
810	3.820676732e-05
811	3.820131155e-05
812	3.819569107e-05
813	3.819046383e-05
814	3.818462368e-05
815	3.818280661e-05
816	3.817832989e-05
817	3.816852088e-05
818	3.816586477e-05
819	3.816187172e-05
820	3.815667217e-05
821	3.815414625e-05
822	3.815137043e-05
823	3.814810037e-05
824	3.81449342e-05
825	3.814460023e-05
826	3.813769513e-05
827	3.812645488e-05
828	3.811974734e-05
829	3.81163669e-05
830	3.810167403e-05
831	3.809841812e-05
832	3.809808977e-05
833	3.809562433e-05
834	3.808419777e-05
835	3.80837732e-05
836	3.806998418e-05
837	3.806555755e-05
838	3.805549308e-05
839	3.804604871e-05
840	3.80421104e-05
841	3.803915643e-05
842	3.803601197e-05
843	3.801788003e-05
844	3.801502314e-05
845	3.801024058e-05
846	3.800543694e-05
847	3.80032481e-05
848	3.799880644e-05
849	3.79868599e-05
850	3.798540189e-05
851	3.797469414e-05
852	3.797154854e-05
853	3.796174279e-05
854	3.79591252e-05
855	3.795773888e-05
856	3.795151657e-05
857	3.794718087e-05
858	3.794241462e-05
859	3.793832249e-05
860	3.793444201e-05
861	3.792500334e-05
862	3.791985718e-05
863	3.791798351e-05
864	3.790908217e-05
865	3.790116097e-05
866	3.789737058e-05
867	3.789287599e-05
868	3.787950127e-05
869	3.787414291e-05
870	3.786537636e-05
871	3.786173507e-05
872	3.784859323e-05
873	3.783945635e-05
874	3.783205533e-05
875	3.782251938e-05
876	3.780909642e-05
877	3.780418183e-05
878	3.779721111e-05
879	3.779313502e-05
880	3.778940148e-05
881	3.778735495e-05
882	3.778377926e-05
883	3.778020911e-05
884	3.776789434e-05
885	3.775910529e-05
886	3.775064141e-05
887	3.774421252e-05
888	3.774095564e-05
889	3.773091399e-05
890	3.772546752e-05
891	3.772174568e-05
892	3.771833525e-05
893	3.771604272e-05
894	3.771495506e-05
895	3.771087899e-05
896	3.770727813e-05
897	3.77007586e-05
898	3.77003746e-05
899	3.769700694e-05
900	3.769594782e-05
901	3.769077277e-05
902	3.768682329e-05
903	3.768098044e-05
904	3.767208711e-05
905	3.767104937e-05
906	3.765975332e-05
907	3.765396279e-05
908	3.76455906e-05
909	3.764031103e-05
910	3.763226451e-05
911	3.762550306e-05
912	3.762218905e-05
913	3.761838718e-05
914	3.761477175e-05
915	3.761041282e-05
916	3.760262446e-05
917	3.759530897e-05
918	3.759430528e-05
919	3.758863504e-05
920	3.758343782e-05
921	3.758246029e-05
922	3.757322758e-05
923	3.756775424e-05
924	3.755722871e-05
925	3.755239607e-05
926	3.754784807e-05
927	3.754458804e-05
928	3.754140816e-05
929	3.753082504e-05
930	3.752414401e-05
931	3.751719134e-05
932	3.7505286e-05
933	3.750001945e-05
934	3.749505982e-05
935	3.747978369e-05
936	3.746898722e-05
937	3.746610575e-05
938	3.746002798e-05
939	3.74519638e-05
940	3.745118857e-05
941	3.744655087e-05
942	3.743947854e-05
943	3.74331655e-05
944	3.742867362e-05
945	3.742572797e-05
946	3.741805561e-05
947	3.741502592e-05
948	3.740823988e-05
949	3.740351397e-05
950	3.739494385e-05
951	3.739274626e-05
952	3.738455092e-05
953	3.738132017e-05
954	3.737478856e-05
955	3.737118333e-05
956	3.736474039e-05
957	3.736186179e-05
958	3.735947679e-05
959	3.734991373e-05
960	3.734468521e-05
961	3.733553656e-05
962	3.732603447e-05
963	3.732325686e-05
964	3.732010218e-05
965	3.731474557e-05
966	3.730824716e-05
967	3.730369466e-05
968	3.729977041e-05
969	3.729455524e-05
970	3.728381986e-05
971	3.727734449e-05
972	3.727424898e-05
973	3.726768792e-05
974	3.725654853e-05
975	3.725320497e-05
976	3.724902641e-05
977	3.724625384e-05
978	3.724333784e-05
979	3.723906771e-05
980	3.722826986e-05
981	3.722509769e-05
982	3.722189901e-05
983	3.721895616e-05
984	3.72159521e-05
985	3.721363144e-05
986	3.720518463e-05
987	3.720193002e-05
988	3.719583679e-05
989	3.718641033e-05
990	3.717632658e-05
991	3.717292043e-05
992	3.717183978e-05
993	3.71652257e-05
994	3.716420884e-05
995	3.716323612e-05
996	3.715706633e-05
997	3.715357636e-05
998	3.715263515e-05
999	3.715173443e-05
1000	3.715087217e-05
1001	3.714390942e-05
1002	3.714005071e-05
1003	3.713340465e-05
1004	3.712778168e-05
1005	3.712581591e-05
1006	3.712094055e-05
1007	3.711795173e-05
1008	3.711675124e-05
1009	3.711049779e-05
1010	3.711001668e-05
1011	3.710918495e-05
1012	3.710838906e-05
1013	3.710793392e-05
1014	3.710302425e-05
1015	3.71016957e-05
1016	3.709929325e-05
1017	3.709186087e-05
1018	3.708931142e-05
1019	3.708822737e-05
1020	3.708747717e-05
1021	3.708450867e-05
1022	3.70807274e-05
1023	3.708030746e-05
1024	3.707080639e-05
1025	3.706953894e-05
1026	3.70685134e-05
1027	3.706493908e-05
1028	3.70645393e-05
1029	3.706355612e-05
1030	3.705893316e-05
1031	3.705622038e-05
1032	3.704678177e-05
1033	3.704419693e-05
1034	3.70436217e-05
1035	3.704241148e-05
1036	3.703663128e-05
1037	3.702962919e-05
1038	3.702262557e-05
1039	3.701831474e-05
1040	3.701527883e-05
1041	3.700730975e-05
1042	3.700316983e-05
1043	3.700074726e-05
1044	3.699831704e-05
1045	3.699549517e-05
1046	3.699294783e-05
1047	3.698695095e-05
1048	3.698366557e-05
1049	3.698164967e-05
1050	3.697690828e-05
1051	3.697518104e-05
1052	3.696768285e-05
1053	3.696478068e-05
1054	3.696093816e-05
1055	3.69559309e-05
1056	3.695523428e-05
1057	3.694937811e-05
1058	3.694220143e-05
1059	3.693911459e-05
1060	3.693468083e-05
1061	3.693400036e-05
1062	3.693113249e-05
1063	3.692173873e-05
1064	3.691604819e-05
1065	3.691167086e-05
1066	3.690744761e-05
1067	3.690503328e-05
1068	3.690146733e-05
1069	3.689720158e-05
1070	3.689434435e-05
1071	3.689307769e-05
1072	3.688478067e-05
1073	3.688411453e-05
1074	3.688150347e-05
1075	3.687268717e-05
1076	3.686663951e-05
1077	3.686347541e-05
1078	3.685837643e-05
1079	3.685349315e-05
1080	3.685228959e-05
1081	3.684678137e-05
1082	3.683924018e-05
1083	3.68362779e-05
1084	3.683135126e-05
1085	3.682860695e-05
1086	3.682155122e-05
